asof_date,src,v8_local_industry_id,v8_local_industry_name,v8_parent_id,v8_parent_name,v7_sw_l1_code,v7_sw_l1_name,v7_parent_code,v7_parent_name,mapping_type,manual_review_flag,shared_symbol_count,v8_symbol_count,v7_symbol_count,jaccard_score,coverage_vs_v8,coverage_vs_v7,decision_reason
2026-03-30,SW2014,851041.SI,851041.SI,,,801750.SI,计算机,0,,ONE_TO_ONE,0,97,97,379,0.255937,1.0,0.255937,high_v8_coverage_single_parent
2026-03-30,SW2014,851042.SI,851042.SI,,,801750.SI,计算机,0,,ONE_TO_ONE,0,35,35,379,0.092348,1.0,0.092348,high_v8_coverage_single_parent
2026-03-30,SW2014,851112.SI,851112.SI,,,801110.SI,家用电器,0,,ONE_TO_ONE,0,3,3,108,0.027778,1.0,0.027778,high_v8_coverage_single_parent
2026-03-30,SW2014,851116.SI,851116.SI,,,801110.SI,家用电器,0,,ONE_TO_ONE,0,7,7,108,0.064815,1.0,0.064815,high_v8_coverage_single_parent
2026-03-30,SW2014,851122.SI,851122.SI,,,801110.SI,家用电器,0,,ONE_TO_ONE,0,6,6,108,0.055556,1.0,0.055556,high_v8_coverage_single_parent
2026-03-30,SW2014,851131.SI,851131.SI,,,801110.SI,家用电器,0,,ONE_TO_ONE,0,9,9,108,0.083333,1.0,0.083333,high_v8_coverage_single_parent
2026-03-30,SW2014,851141.SI,851141.SI,,,801110.SI,家用电器,0,,ONE_TO_ONE,0,6,6,108,0.055556,1.0,0.055556,high_v8_coverage_single_parent
2026-03-30,SW2014,851151.SI,851151.SI,,,801110.SI,家用电器,0,,ONE_TO_ONE,0,12,12,108,0.111111,1.0,0.111111,high_v8_coverage_single_parent
2026-03-30,SW2014,851161.SI,851161.SI,,,801110.SI,家用电器,0,,ONE_TO_ONE,0,30,30,108,0.277778,1.0,0.277778,high_v8_coverage_single_parent
2026-03-30,SW2014,851232.SI,851232.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,7,7,129,0.054264,1.0,0.054264,high_v8_coverage_single_parent
2026-03-30,SW2014,851233.SI,851233.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,9,9,129,0.069767,1.0,0.069767,high_v8_coverage_single_parent
2026-03-30,SW2014,851241.SI,851241.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,7,7,129,0.054264,1.0,0.054264,high_v8_coverage_single_parent
2026-03-30,SW2014,851242.SI,851242.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,14,14,129,0.108527,1.0,0.108527,high_v8_coverage_single_parent
2026-03-30,SW2014,851243.SI,851243.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,18,18,129,0.139535,1.0,0.139535,high_v8_coverage_single_parent
2026-03-30,SW2014,851246.SI,851246.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,10,10,129,0.077519,1.0,0.077519,high_v8_coverage_single_parent
2026-03-30,SW2014,851247.SI,851247.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,8,8,129,0.062016,1.0,0.062016,high_v8_coverage_single_parent
2026-03-30,SW2014,851251.SI,851251.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,20,20,129,0.155039,1.0,0.155039,high_v8_coverage_single_parent
2026-03-30,SW2014,851271.SI,851271.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,8,8,129,0.062016,1.0,0.062016,high_v8_coverage_single_parent
2026-03-30,SW2014,851281.SI,851281.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,10,11,129,0.076923,0.909091,0.077519,high_v8_coverage_single_parent
2026-03-30,SW2014,851282.SI,851282.SI,,,801120.SI,食品饮料,0,,ONE_TO_ONE,0,9,9,129,0.069767,1.0,0.069767,high_v8_coverage_single_parent
2026-03-30,SW2014,851312.SI,851312.SI,,,801130.SI,纺织服装,0,,ONE_TO_ONE,0,8,8,119,0.067227,1.0,0.067227,high_v8_coverage_single_parent
2026-03-30,SW2014,851314.SI,851314.SI,,,801130.SI,纺织服装,0,,ONE_TO_ONE,0,4,4,119,0.033613,1.0,0.033613,high_v8_coverage_single_parent
2026-03-30,SW2014,851315.SI,851315.SI,,,801130.SI,纺织服装,0,,ONE_TO_ONE,0,3,3,119,0.02521,1.0,0.02521,high_v8_coverage_single_parent
2026-03-30,SW2014,851316.SI,851316.SI,,,801130.SI,纺织服装,0,,ONE_TO_ONE,0,15,15,119,0.12605,1.0,0.12605,high_v8_coverage_single_parent
2026-03-30,SW2014,851325.SI,851325.SI,,,801130.SI,纺织服装,0,,ONE_TO_ONE,0,11,11,119,0.092437,1.0,0.092437,high_v8_coverage_single_parent
2026-03-30,SW2014,851326.SI,851326.SI,,,801130.SI,纺织服装,0,,ONE_TO_ONE,0,6,6,119,0.05042,1.0,0.05042,high_v8_coverage_single_parent
2026-03-30,SW2014,851329.SI,851329.SI,,,801130.SI,纺织服装,0,,ONE_TO_ONE,0,38,38,119,0.319328,1.0,0.319328,high_v8_coverage_single_parent
2026-03-30,SW2014,851331.SI,851331.SI,,,801130.SI,纺织服装,0,,ONE_TO_ONE,0,13,13,119,0.109244,1.0,0.109244,high_v8_coverage_single_parent
2026-03-30,SW2014,851412.SI,851412.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,11,11,172,0.063953,1.0,0.063953,high_v8_coverage_single_parent
2026-03-30,SW2014,851413.SI,851413.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,12,12,172,0.069767,1.0,0.069767,high_v8_coverage_single_parent
2026-03-30,SW2014,851422.SI,851422.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,4,4,172,0.023256,1.0,0.023256,high_v8_coverage_single_parent
2026-03-30,SW2014,851423.SI,851423.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,7,7,172,0.040698,1.0,0.040698,high_v8_coverage_single_parent
2026-03-30,SW2014,851424.SI,851424.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,6,6,172,0.034884,1.0,0.034884,high_v8_coverage_single_parent
2026-03-30,SW2014,851425.SI,851425.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,19,19,172,0.110465,1.0,0.110465,high_v8_coverage_single_parent
2026-03-30,SW2014,851436.SI,851436.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,13,13,172,0.075581,1.0,0.075581,high_v8_coverage_single_parent
2026-03-30,SW2014,851437.SI,851437.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,16,16,172,0.093023,1.0,0.093023,high_v8_coverage_single_parent
2026-03-30,SW2014,851438.SI,851438.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,13,13,172,0.075581,1.0,0.075581,high_v8_coverage_single_parent
2026-03-30,SW2014,851439.SI,851439.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,7,7,172,0.040698,1.0,0.040698,high_v8_coverage_single_parent
2026-03-30,SW2014,851452.SI,851452.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,17,17,172,0.098837,1.0,0.098837,high_v8_coverage_single_parent
2026-03-30,SW2014,851491.SI,851491.SI,,,801140.SI,轻工制造,0,,ONE_TO_ONE,0,23,23,172,0.133721,1.0,0.133721,high_v8_coverage_single_parent
2026-03-30,SW2014,851511.SI,851511.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,42,42,527,0.079696,1.0,0.079696,high_v8_coverage_single_parent
2026-03-30,SW2014,851512.SI,851512.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,108,108,527,0.204934,1.0,0.204934,high_v8_coverage_single_parent
2026-03-30,SW2014,851521.SI,851521.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,67,67,527,0.127135,1.0,0.127135,high_v8_coverage_single_parent
2026-03-30,SW2014,851522.SI,851522.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,7,7,527,0.013283,1.0,0.013283,high_v8_coverage_single_parent
2026-03-30,SW2014,851523.SI,851523.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,13,13,527,0.024668,1.0,0.024668,high_v8_coverage_single_parent
2026-03-30,SW2014,851524.SI,851524.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,31,31,527,0.058824,1.0,0.058824,high_v8_coverage_single_parent
2026-03-30,SW2014,851532.SI,851532.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,38,38,527,0.072106,1.0,0.072106,high_v8_coverage_single_parent
2026-03-30,SW2014,851533.SI,851533.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,52,52,527,0.098672,1.0,0.098672,high_v8_coverage_single_parent
2026-03-30,SW2014,851534.SI,851534.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,39,39,527,0.074004,1.0,0.074004,high_v8_coverage_single_parent
2026-03-30,SW2014,851542.SI,851542.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,24,24,527,0.045541,1.0,0.045541,high_v8_coverage_single_parent
2026-03-30,SW2014,851543.SI,851543.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,8,8,527,0.01518,1.0,0.01518,high_v8_coverage_single_parent
2026-03-30,SW2014,851563.SI,851563.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,29,29,527,0.055028,1.0,0.055028,high_v8_coverage_single_parent
2026-03-30,SW2014,851564.SI,851564.SI,,,801150.SI,医药生物,0,,ONE_TO_ONE,0,15,15,527,0.028463,1.0,0.028463,high_v8_coverage_single_parent
