trade_date,total_mainlines,state_counts,top_trend_expansion,top_top_decay,risk_off_flag,row_count_written
2016-01-26,263,"{'RISK_OFF': 260, 'TOP_DECAY': 2, 'UNKNOWN': 1}",N/A,851711.SI(rank=257); 850135.SI(rank=258),YES,263
2016-01-27,263,"{'UNKNOWN': 209, 'RISK_OFF': 53, 'TOP_DECAY': 1}",N/A,850544.SI(rank=263),YES,263
2016-01-28,263,"{'RISK_OFF': 230, 'UNKNOWN': 32, 'TOP_DECAY': 1}",N/A,857323.SI(rank=207),YES,263
2016-01-29,263,"{'BOTTOM_REPAIR': 233, 'DIFFUSION': 30}",N/A,N/A,NO,263
2016-02-01,263,"{'RISK_OFF': 251, 'UNKNOWN': 9, 'TOP_DECAY': 3}",N/A,850831.SI(rank=93); 850442.SI(rank=258); 850552.SI(rank=263),YES,263
2016-02-02,263,"{'BOTTOM_REPAIR': 231, 'DIFFUSION': 32}",N/A,N/A,NO,263
2016-02-03,263,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 9, 'TOP_DECAY': 1}",N/A,850823.SI(rank=263),NO,263
2016-02-04,262,"{'BOTTOM_REPAIR': 234, 'DIFFUSION': 28}",N/A,N/A,NO,262
2016-02-05,263,"{'RISK_OFF': 255, 'UNKNOWN': 7, 'TOP_DECAY': 1}",N/A,851534.SI(rank=258),YES,263
2016-02-15,263,"{'UNKNOWN': 185, 'RISK_OFF': 77, 'TOP_DECAY': 1}",N/A,851761.SI(rank=208),YES,263
2016-02-16,263,"{'BOTTOM_REPAIR': 231, 'DIFFUSION': 32}",N/A,N/A,NO,263
2016-02-17,263,"{'BOTTOM_REPAIR': 238, 'DIFFUSION': 23, 'TOP_DECAY': 2}",N/A,850936.SI(rank=262); 850552.SI(rank=263),NO,263
2016-02-18,263,"{'RISK_OFF': 224, 'UNKNOWN': 37, 'TOP_DECAY': 2}",N/A,850131.SI(rank=84); 850721.SI(rank=263),YES,263
2016-02-19,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 11, 'TOP_DECAY': 1}",N/A,850615.SI(rank=263),NO,263
2016-02-22,263,"{'BOTTOM_REPAIR': 237, 'DIFFUSION': 26}",N/A,N/A,NO,263
2016-02-23,263,"{'RISK_OFF': 248, 'UNKNOWN': 15}",N/A,N/A,YES,263
2016-02-24,263,"{'BOTTOM_REPAIR': 246, 'DIFFUSION': 12, 'TOP_DECAY': 4, 'TREND_EXPANSION': 1}",851523.SI(rank=1),850341.SI(rank=260); 857221.SI(rank=261); 857251.SI(rank=262); 857241.SI(rank=263),NO,263
2016-02-25,263,"{'RISK_OFF': 253, 'TOP_DECAY': 8, 'UNKNOWN': 2}",N/A,852131.SI(rank=254); 858811.SI(rank=256); 850531.SI(rank=257); 850172.SI(rank=259); 851329.SI(rank=260),YES,263
2016-02-26,263,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 12}",N/A,N/A,NO,263
2016-02-29,263,"{'RISK_OFF': 254, 'TOP_DECAY': 5, 'UNKNOWN': 4}",N/A,850181.SI(rank=75); 851711.SI(rank=260); 850372.SI(rank=261); 850337.SI(rank=262); 850111.SI(rank=263),YES,263
2016-03-01,263,"{'BOTTOM_REPAIR': 238, 'DIFFUSION': 25}",N/A,N/A,NO,263
2016-03-02,263,"{'BOTTOM_REPAIR': 230, 'DIFFUSION': 33}",N/A,N/A,NO,263
2016-03-03,263,"{'RISK_OFF': 251, 'UNKNOWN': 9, 'TOP_DECAY': 3}",N/A,851131.SI(rank=41); 850522.SI(rank=108); 857371.SI(rank=263),YES,263
2016-03-04,263,"{'RISK_OFF': 234, 'UNKNOWN': 27, 'TOP_DECAY': 2}",N/A,857641.SI(rank=250); 850841.SI(rank=251),YES,263
2016-03-07,263,"{'BOTTOM_REPAIR': 236, 'DIFFUSION': 27}",N/A,N/A,NO,263
2016-03-08,263,"{'BOTTOM_REPAIR': 242, 'DIFFUSION': 18, 'TOP_DECAY': 3}",N/A,859713.SI(rank=261); 850321.SI(rank=262); 850833.SI(rank=263),NO,263
2016-03-09,263,"{'RISK_OFF': 245, 'UNKNOWN': 18}",N/A,N/A,YES,263
2016-03-10,263,"{'RISK_OFF': 141, 'UNKNOWN': 121, 'TOP_DECAY': 1}",N/A,852213.SI(rank=134),YES,263
2016-03-11,263,"{'UNKNOWN': 223, 'RISK_OFF': 40}",N/A,N/A,YES,263
2016-03-14,263,"{'BOTTOM_REPAIR': 238, 'DIFFUSION': 25}",N/A,N/A,NO,263
2016-03-15,263,"{'RISK_OFF': 251, 'UNKNOWN': 8, 'TOP_DECAY': 4}",N/A,850325.SI(rank=31); 852226.SI(rank=152); 850751.SI(rank=180); 850614.SI(rank=213),YES,263
2016-03-16,263,"{'RISK_OFF': 152, 'UNKNOWN': 110, 'TOP_DECAY': 1}",N/A,850731.SI(rank=176),YES,263
2016-03-17,262,"{'BOTTOM_REPAIR': 233, 'DIFFUSION': 29}",N/A,N/A,NO,262
2016-03-18,262,"{'BOTTOM_REPAIR': 235, 'DIFFUSION': 26, 'TOP_DECAY': 1}",N/A,852112.SI(rank=262),NO,262
2016-03-21,262,"{'BOTTOM_REPAIR': 236, 'DIFFUSION': 23, 'TOP_DECAY': 3}",N/A,851244.SI(rank=260); 850926.SI(rank=261); 857381.SI(rank=262),NO,262
2016-03-22,262,"{'RISK_OFF': 239, 'UNKNOWN': 19, 'TOP_DECAY': 4}",N/A,851316.SI(rank=20); 850831.SI(rank=38); 850913.SI(rank=215); 851422.SI(rank=257),YES,262
2016-03-23,262,"{'BOTTOM_REPAIR': 244, 'DIFFUSION': 18}",N/A,N/A,NO,262
2016-03-24,262,"{'RISK_OFF': 227, 'UNKNOWN': 28, 'TOP_DECAY': 7}",N/A,850343.SI(rank=29); 850715.SI(rank=41); 850372.SI(rank=72); 857321.SI(rank=92); 850522.SI(rank=260),YES,262
2016-03-25,262,"{'BOTTOM_REPAIR': 242, 'DIFFUSION': 19, 'TOP_DECAY': 1}",N/A,850926.SI(rank=262),NO,262
2016-03-28,262,"{'RISK_OFF': 207, 'UNKNOWN': 47, 'TOP_DECAY': 8}",N/A,850381.SI(rank=51); 850337.SI(rank=75); 850322.SI(rank=84); 857661.SI(rank=161); 850232.SI(rank=200),YES,262
2016-03-29,262,"{'RISK_OFF': 185, 'UNKNOWN': 75, 'TOP_DECAY': 2}",N/A,850726.SI(rank=85); 851244.SI(rank=108),YES,262
2016-03-30,262,"{'BOTTOM_REPAIR': 230, 'DIFFUSION': 32}",N/A,N/A,NO,262
2016-03-31,262,"{'BOTTOM_REPAIR': 246, 'DIFFUSION': 14, 'TOP_DECAY': 2}",N/A,851922.SI(rank=261); 850551.SI(rank=262),NO,262
2016-04-01,262,"{'RISK_OFF': 155, 'UNKNOWN': 102, 'TOP_DECAY': 5}",N/A,851247.SI(rank=103); 851631.SI(rank=112); 851614.SI(rank=115); 852131.SI(rank=129); 857641.SI(rank=230),YES,262
2016-04-05,262,"{'BOTTOM_REPAIR': 231, 'DIFFUSION': 31}",N/A,N/A,NO,262
2016-04-06,262,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 9, 'TOP_DECAY': 3}",N/A,850814.SI(rank=260); 851534.SI(rank=261); 851761.SI(rank=262),NO,262
2016-04-07,262,"{'RISK_OFF': 219, 'UNKNOWN': 41, 'TOP_DECAY': 2}",N/A,857344.SI(rank=232); 851782.SI(rank=262),YES,262
2016-04-08,262,"{'UNKNOWN': 192, 'RISK_OFF': 70}",N/A,N/A,YES,262
2016-04-11,262,"{'BOTTOM_REPAIR': 234, 'DIFFUSION': 28}",N/A,N/A,NO,262
2016-04-12,262,"{'RISK_OFF': 248, 'UNKNOWN': 9, 'TOP_DECAY': 5}",N/A,850331.SI(rank=36); 851931.SI(rank=65); 852226.SI(rank=75); 850716.SI(rank=93); 850823.SI(rank=125),YES,262
2016-04-13,262,"{'BOTTOM_REPAIR': 231, 'DIFFUSION': 31}",N/A,N/A,NO,262
2016-04-14,262,"{'BOTTOM_REPAIR': 233, 'DIFFUSION': 27, 'TOP_DECAY': 2}",N/A,859622.SI(rank=261); 859521.SI(rank=262),NO,262
2016-04-15,262,"{'RISK_OFF': 201, 'UNKNOWN': 52, 'TOP_DECAY': 9}",N/A,850142.SI(rank=53); 857411.SI(rank=54); 850727.SI(rank=55); 851616.SI(rank=69); 857381.SI(rank=75),YES,262
2016-04-18,262,"{'RISK_OFF': 181, 'UNKNOWN': 77, 'TOP_DECAY': 4}",N/A,850122.SI(rank=79); 852021.SI(rank=87); 850322.SI(rank=214); 859622.SI(rank=262),YES,262
2016-04-19,261,"{'BOTTOM_REPAIR': 251, 'DIFFUSION': 10}",N/A,N/A,NO,261
2016-04-20,261,"{'RISK_OFF': 247, 'UNKNOWN': 9, 'TOP_DECAY': 5}",N/A,851027.SI(rank=57); 850331.SI(rank=256); 851026.SI(rank=259); 857242.SI(rank=260); 858811.SI(rank=261),YES,261
2016-04-21,261,"{'UNKNOWN': 195, 'RISK_OFF': 65, 'TOP_DECAY': 1}",N/A,851614.SI(rank=261),YES,261
2016-04-22,261,"{'BOTTOM_REPAIR': 240, 'DIFFUSION': 21}",N/A,N/A,NO,261
2016-04-25,261,"{'RISK_OFF': 204, 'UNKNOWN': 49, 'TOP_DECAY': 8}",N/A,850122.SI(rank=64); 851521.SI(rank=67); 850711.SI(rank=84); 851811.SI(rank=89); 850813.SI(rank=96),YES,261
2016-04-26,261,"{'BOTTOM_REPAIR': 234, 'DIFFUSION': 26, 'TOP_DECAY': 1}",N/A,850135.SI(rank=261),NO,261
2016-04-27,261,"{'RISK_OFF': 222, 'UNKNOWN': 36, 'TOP_DECAY': 3}",N/A,851412.SI(rank=38); 850923.SI(rank=55); 857236.SI(rank=104),YES,261
2016-04-28,261,"{'UNKNOWN': 150, 'RISK_OFF': 107, 'TOP_DECAY': 4}",N/A,850181.SI(rank=175); 857241.SI(rank=190); 850322.SI(rank=235); 850544.SI(rank=261),YES,261
2016-04-29,260,"{'UNKNOWN': 169, 'RISK_OFF': 89, 'TOP_DECAY': 2}",N/A,850335.SI(rank=171); 850831.SI(rank=175),YES,260
2016-05-03,261,"{'BOTTOM_REPAIR': 232, 'DIFFUSION': 29}",N/A,N/A,NO,261
2016-05-04,261,"{'RISK_OFF': 250, 'UNKNOWN': 11}",N/A,N/A,YES,261
2016-05-05,261,"{'BOTTOM_REPAIR': 245, 'DIFFUSION': 16}",N/A,N/A,NO,261
2016-05-06,261,"{'RISK_OFF': 251, 'UNKNOWN': 6, 'TOP_DECAY': 4}",N/A,850335.SI(rank=257); 851251.SI(rank=259); 850813.SI(rank=260); 852021.SI(rank=261),YES,261
2016-05-09,261,"{'RISK_OFF': 163, 'UNKNOWN': 94, 'TOP_DECAY': 4}",N/A,850523.SI(rank=101); 850616.SI(rank=258); 851616.SI(rank=259); 850552.SI(rank=261),YES,261
2016-05-10,262,"{'BOTTOM_REPAIR': 249, 'DIFFUSION': 12, 'TOP_DECAY': 1}",N/A,857242.SI(rank=262),NO,262
2016-05-11,262,"{'RISK_OFF': 175, 'UNKNOWN': 85, 'TOP_DECAY': 2}",N/A,850338.SI(rank=147); 850925.SI(rank=147),YES,262
2016-05-12,262,"{'UNKNOWN': 173, 'RISK_OFF': 89}",N/A,N/A,YES,262
2016-05-13,262,"{'UNKNOWN': 151, 'RISK_OFF': 109, 'TOP_DECAY': 2}",N/A,850154.SI(rank=251); 851026.SI(rank=262),YES,262
2016-05-16,262,"{'BOTTOM_REPAIR': 238, 'DIFFUSION': 24}",N/A,N/A,NO,262
2016-05-17,262,"{'RISK_OFF': 241, 'UNKNOWN': 19, 'TOP_DECAY': 2}",N/A,851564.SI(rank=21); 850362.SI(rank=29),YES,262
2016-05-18,263,"{'RISK_OFF': 228, 'UNKNOWN': 34, 'TOP_DECAY': 1}",N/A,850323.SI(rank=258),YES,263
2016-05-19,263,"{'BOTTOM_REPAIR': 246, 'DIFFUSION': 17}",N/A,N/A,NO,263
2016-05-20,263,"{'BOTTOM_REPAIR': 241, 'DIFFUSION': 22}",N/A,N/A,NO,263
2016-05-23,262,"{'BOTTOM_REPAIR': 238, 'DIFFUSION': 24}",N/A,N/A,NO,262
2016-05-24,262,"{'RISK_OFF': 250, 'UNKNOWN': 12}",N/A,N/A,YES,262
2016-05-25,262,"{'UNKNOWN': 188, 'RISK_OFF': 73, 'TOP_DECAY': 1}",N/A,850113.SI(rank=262),YES,262
2016-05-26,262,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 12}",N/A,N/A,NO,262
2016-05-27,262,"{'RISK_OFF': 149, 'UNKNOWN': 111, 'TOP_DECAY': 2}",N/A,857321.SI(rank=118); 851244.SI(rank=133),YES,262
2016-05-30,262,"{'RISK_OFF': 135, 'UNKNOWN': 124, 'TOP_DECAY': 3}",N/A,852033.SI(rank=156); 850337.SI(rank=253); 851425.SI(rank=262),YES,262
2016-05-31,262,"{'BOTTOM_REPAIR': 235, 'DIFFUSION': 27}",N/A,N/A,NO,262
2016-06-01,262,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 11, 'TOP_DECAY': 4}",N/A,850521.SI(rank=259); 852131.SI(rank=260); 859951.SI(rank=261); 859521.SI(rank=262),NO,262
2016-06-02,262,"{'BOTTOM_REPAIR': 242, 'DIFFUSION': 18, 'TOP_DECAY': 2}",N/A,850335.SI(rank=261); 850181.SI(rank=262),NO,262
2016-06-03,263,"{'BOTTOM_REPAIR': 246, 'DIFFUSION': 14, 'TOP_DECAY': 3}",N/A,850363.SI(rank=261); 850832.SI(rank=262); 850814.SI(rank=263),NO,263
2016-06-06,263,"{'UNKNOWN': 146, 'RISK_OFF': 114, 'TOP_DECAY': 3}",N/A,850333.SI(rank=148); 852021.SI(rank=153); 857691.SI(rank=263),YES,263
2016-06-07,263,"{'UNKNOWN': 153, 'RISK_OFF': 109, 'TOP_DECAY': 1}",N/A,859721.SI(rank=159),YES,263
2016-06-08,263,"{'RISK_OFF': 139, 'UNKNOWN': 123, 'TOP_DECAY': 1}",N/A,850741.SI(rank=124),YES,263
2016-06-13,263,"{'RISK_OFF': 241, 'UNKNOWN': 18, 'TOP_DECAY': 4}",N/A,857451.SI(rank=31); 859521.SI(rank=44); 859714.SI(rank=54); 851251.SI(rank=250),YES,263
2016-06-14,263,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 11}",N/A,N/A,NO,263
2016-06-15,263,"{'BOTTOM_REPAIR': 235, 'DIFFUSION': 28}",N/A,N/A,NO,263
2016-06-16,263,"{'RISK_OFF': 250, 'UNKNOWN': 10, 'TOP_DECAY': 3}",N/A,851533.SI(rank=261); 857111.SI(rank=262); 851025.SI(rank=263),YES,263
2016-06-17,263,"{'BOTTOM_REPAIR': 248, 'DIFFUSION': 15}",N/A,N/A,NO,263
2016-06-20,263,"{'RISK_OFF': 154, 'UNKNOWN': 105, 'TOP_DECAY': 4}",N/A,851532.SI(rank=111); 857421.SI(rank=114); 851026.SI(rank=116); 852033.SI(rank=204),YES,263
2016-06-21,263,"{'RISK_OFF': 195, 'UNKNOWN': 68}",N/A,N/A,YES,263
2016-06-22,263,"{'BOTTOM_REPAIR': 238, 'DIFFUSION': 25}",N/A,N/A,NO,263
2016-06-23,263,"{'RISK_OFF': 240, 'UNKNOWN': 21, 'TOP_DECAY': 2}",N/A,850544.SI(rank=130); 850832.SI(rank=157),YES,263
2016-06-24,263,"{'RISK_OFF': 153, 'UNKNOWN': 109, 'TOP_DECAY': 1}",N/A,850615.SI(rank=262),YES,263
2016-06-27,263,"{'BOTTOM_REPAIR': 231, 'DIFFUSION': 31, 'TOP_DECAY': 1}",N/A,851331.SI(rank=263),NO,263
2016-06-28,263,"{'BOTTOM_REPAIR': 242, 'DIFFUSION': 19, 'TOP_DECAY': 2}",N/A,850935.SI(rank=262); 850831.SI(rank=263),NO,263
2016-06-29,263,"{'BOTTOM_REPAIR': 248, 'DIFFUSION': 15}",N/A,N/A,NO,263
2016-06-30,264,"{'UNKNOWN': 147, 'RISK_OFF': 113, 'TOP_DECAY': 4}",N/A,857251.SI(rank=165); 850912.SI(rank=168); 857236.SI(rank=177); 850823.SI(rank=187),YES,264
2016-07-01,263,"{'UNKNOWN': 128, 'RISK_OFF': 124, 'TOP_DECAY': 11}",N/A,851315.SI(rank=129); 852311.SI(rank=138); 850841.SI(rank=139); 850335.SI(rank=141); 851711.SI(rank=146),YES,263
2016-07-04,263,"{'BOTTOM_REPAIR': 235, 'DIFFUSION': 28}",N/A,N/A,NO,263
2016-07-05,263,"{'BOTTOM_REPAIR': 249, 'DIFFUSION': 11, 'TOP_DECAY': 3}",N/A,850553.SI(rank=261); 857641.SI(rank=262); 850713.SI(rank=263),NO,263
2016-07-06,262,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 14, 'TOP_DECAY': 1}",N/A,851542.SI(rank=262),NO,262
2016-07-07,263,"{'UNKNOWN': 132, 'RISK_OFF': 126, 'TOP_DECAY': 5}",N/A,850531.SI(rank=133); 857111.SI(rank=144); 851241.SI(rank=146); 851811.SI(rank=167); 851412.SI(rank=262),YES,263
2016-07-08,263,"{'UNKNOWN': 140, 'RISK_OFF': 121, 'TOP_DECAY': 2}",N/A,850122.SI(rank=145); 852031.SI(rank=160),YES,263
2016-07-11,262,"{'UNKNOWN': 144, 'RISK_OFF': 116, 'TOP_DECAY': 2}",N/A,850751.SI(rank=189); 850726.SI(rank=262),YES,262
2016-07-12,261,"{'BOTTOM_REPAIR': 245, 'DIFFUSION': 15, 'TOP_DECAY': 1}",N/A,850833.SI(rank=261),NO,261
2016-07-13,261,"{'BOTTOM_REPAIR': 242, 'DIFFUSION': 15, 'TOP_DECAY': 4}",N/A,850552.SI(rank=258); 852131.SI(rank=259); 857251.SI(rank=260); 850338.SI(rank=261),NO,261
2016-07-14,262,"{'RISK_OFF': 167, 'UNKNOWN': 93, 'TOP_DECAY': 2}",N/A,857831.SI(rank=94); 857241.SI(rank=190),YES,262
2016-07-15,262,"{'RISK_OFF': 145, 'UNKNOWN': 114, 'TOP_DECAY': 3}",N/A,857251.SI(rank=119); 850831.SI(rank=120); 852214.SI(rank=128),YES,262
2016-07-18,262,"{'UNKNOWN': 146, 'RISK_OFF': 115, 'TOP_DECAY': 1}",N/A,852213.SI(rank=176),YES,262
2016-07-19,261,"{'BOTTOM_REPAIR': 249, 'DIFFUSION': 12}",N/A,N/A,NO,261
2016-07-20,261,"{'RISK_OFF': 163, 'UNKNOWN': 93, 'TOP_DECAY': 5}",N/A,850725.SI(rank=99); 857236.SI(rank=104); 850351.SI(rank=106); 850831.SI(rank=110); 850551.SI(rank=124),YES,261
2016-07-21,261,"{'UNKNOWN': 162, 'RISK_OFF': 97, 'TOP_DECAY': 2}",N/A,850322.SI(rank=165); 850333.SI(rank=186),YES,261
2016-07-22,263,"{'RISK_OFF': 187, 'UNKNOWN': 75, 'TOP_DECAY': 1}",N/A,850925.SI(rank=168),YES,263
2016-07-25,263,"{'BOTTOM_REPAIR': 248, 'DIFFUSION': 12, 'TOP_DECAY': 3}",N/A,850831.SI(rank=261); 859521.SI(rank=262); 850531.SI(rank=263),NO,263
2016-07-26,263,"{'BOTTOM_REPAIR': 239, 'DIFFUSION': 23, 'TOP_DECAY': 1}",N/A,851616.SI(rank=263),NO,263
2016-07-27,263,"{'RISK_OFF': 258, 'UNKNOWN': 3, 'TOP_DECAY': 2}",N/A,850333.SI(rank=221); 857122.SI(rank=263),YES,263
2016-07-28,263,"{'UNKNOWN': 229, 'RISK_OFF': 34}",N/A,N/A,YES,263
2016-07-29,263,"{'RISK_OFF': 166, 'UNKNOWN': 97}",N/A,N/A,YES,263
2016-08-01,263,"{'RISK_OFF': 141, 'UNKNOWN': 119, 'TOP_DECAY': 3}",N/A,857344.SI(rank=130); 852311.SI(rank=231); 859714.SI(rank=263),YES,263
2016-08-02,263,"{'BOTTOM_REPAIR': 242, 'DIFFUSION': 21}",N/A,N/A,NO,263
2016-08-03,263,"{'BOTTOM_REPAIR': 252, 'DIFFUSION': 9, 'TOP_DECAY': 2}",N/A,852021.SI(rank=262); 850924.SI(rank=263),NO,263
2016-08-04,263,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 14, 'TOP_DECAY': 2}",N/A,851121.SI(rank=262); 857121.SI(rank=263),NO,263
2016-08-05,263,"{'RISK_OFF': 204, 'UNKNOWN': 58, 'TOP_DECAY': 1}",N/A,851027.SI(rank=127),YES,263
2016-08-08,263,"{'BOTTOM_REPAIR': 249, 'DIFFUSION': 14}",N/A,N/A,NO,263
2016-08-09,263,"{'BOTTOM_REPAIR': 245, 'DIFFUSION': 18}",N/A,N/A,NO,263
2016-08-10,263,"{'RISK_OFF': 231, 'UNKNOWN': 32}",N/A,N/A,YES,263
2016-08-11,263,"{'RISK_OFF': 184, 'UNKNOWN': 75, 'TOP_DECAY': 4}",N/A,851425.SI(rank=86); 850935.SI(rank=133); 850936.SI(rank=256); 857251.SI(rank=263),YES,263
2016-08-12,263,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 16}",N/A,N/A,NO,263
2016-08-15,263,"{'BOTTOM_REPAIR': 239, 'DIFFUSION': 24}",N/A,N/A,NO,263
2016-08-16,263,"{'BOTTOM_REPAIR': 249, 'DIFFUSION': 14}",N/A,N/A,NO,263
2016-08-17,263,"{'BOTTOM_REPAIR': 255, 'DIFFUSION': 8}",N/A,N/A,NO,263
2016-08-18,263,"{'RISK_OFF': 149, 'UNKNOWN': 111, 'TOP_DECAY': 3}",N/A,850782.SI(rank=118); 851543.SI(rank=120); 850923.SI(rank=126),YES,263
2016-08-19,263,"{'UNKNOWN': 179, 'RISK_OFF': 84}",N/A,N/A,YES,263
2016-08-22,263,"{'RISK_OFF': 191, 'UNKNOWN': 72}",N/A,N/A,YES,263
2016-08-23,263,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 9, 'TOP_DECAY': 1}",N/A,857336.SI(rank=263),NO,263
2016-08-24,263,"{'BOTTOM_REPAIR': 253, 'DIFFUSION': 9, 'TOP_DECAY': 1}",N/A,857381.SI(rank=263),NO,263
2016-08-25,263,"{'RISK_OFF': 177, 'UNKNOWN': 83, 'TOP_DECAY': 3}",N/A,850841.SI(rank=93); 850333.SI(rank=101); 850814.SI(rank=118),YES,263
2016-08-26,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2016-08-29,263,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 9, 'TOP_DECAY': 4}",N/A,857431.SI(rank=260); 859852.SI(rank=261); 850151.SI(rank=262); 851042.SI(rank=263),NO,263
2016-08-30,263,"{'UNKNOWN': 137, 'RISK_OFF': 125, 'TOP_DECAY': 1}",N/A,851329.SI(rank=138),YES,263
2016-08-31,263,"{'UNKNOWN': 173, 'RISK_OFF': 90}",N/A,N/A,YES,263
2016-09-01,263,"{'RISK_OFF': 197, 'UNKNOWN': 65, 'TOP_DECAY': 1}",N/A,851542.SI(rank=89),YES,263
2016-09-02,263,"{'UNKNOWN': 188, 'RISK_OFF': 75}",N/A,N/A,YES,263
2016-09-05,263,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 12, 'TOP_DECAY': 1}",N/A,857236.SI(rank=263),NO,263
2016-09-06,263,"{'BOTTOM_REPAIR': 241, 'DIFFUSION': 22}",N/A,N/A,NO,263
2016-09-07,263,"{'RISK_OFF': 229, 'UNKNOWN': 32, 'TOP_DECAY': 2}",N/A,852033.SI(rank=155); 850702.SI(rank=260),YES,263
2016-09-08,263,"{'BOTTOM_REPAIR': 244, 'DIFFUSION': 18, 'TOP_DECAY': 1}",N/A,851761.SI(rank=263),NO,263
2016-09-09,264,"{'RISK_OFF': 210, 'UNKNOWN': 49, 'TOP_DECAY': 5}",N/A,850551.SI(rank=71); 851161.SI(rank=106); 851614.SI(rank=228); 850922.SI(rank=251); 850814.SI(rank=261),YES,264
2016-09-12,264,"{'RISK_OFF': 215, 'UNKNOWN': 46, 'TOP_DECAY': 3}",N/A,850362.SI(rank=70); 850831.SI(rank=242); 857451.SI(rank=262),YES,264
2016-09-13,264,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 17}",N/A,N/A,NO,264
2016-09-14,263,"{'RISK_OFF': 223, 'UNKNOWN': 39, 'TOP_DECAY': 1}",N/A,857111.SI(rank=53),YES,263
2016-09-19,263,"{'BOTTOM_REPAIR': 238, 'DIFFUSION': 25}",N/A,N/A,NO,263
2016-09-20,263,"{'RISK_OFF': 229, 'UNKNOWN': 33, 'TOP_DECAY': 1}",N/A,850442.SI(rank=80),YES,263
2016-09-21,263,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 12, 'TOP_DECAY': 1}",N/A,857243.SI(rank=263),NO,263
2016-09-22,263,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 15, 'TOP_DECAY': 1}",N/A,852214.SI(rank=263),NO,263
2016-09-23,264,"{'RISK_OFF': 190, 'UNKNOWN': 72, 'TOP_DECAY': 2}",N/A,857411.SI(rank=220); 857661.SI(rank=233),YES,264
2016-09-26,264,"{'RISK_OFF': 223, 'UNKNOWN': 37, 'TOP_DECAY': 4}",N/A,850832.SI(rank=258); 850814.SI(rank=262); 857661.SI(rank=263); 850142.SI(rank=264),YES,264
2016-09-27,264,"{'BOTTOM_REPAIR': 246, 'DIFFUSION': 18}",N/A,N/A,NO,264
2016-09-28,264,"{'RISK_OFF': 214, 'UNKNOWN': 49, 'TOP_DECAY': 1}",N/A,851761.SI(rank=74),YES,264
2016-09-29,264,"{'BOTTOM_REPAIR': 250, 'DIFFUSION': 13, 'TOP_DECAY': 1}",N/A,851425.SI(rank=264),NO,264
2016-09-30,264,"{'BOTTOM_REPAIR': 256, 'DIFFUSION': 8}",N/A,N/A,NO,264
2016-10-10,264,"{'BOTTOM_REPAIR': 241, 'DIFFUSION': 23}",N/A,N/A,NO,264
2016-10-11,264,"{'BOTTOM_REPAIR': 249, 'DIFFUSION': 12, 'TOP_DECAY': 3}",N/A,850381.SI(rank=262); 851761.SI(rank=263); 850814.SI(rank=264),NO,264
2016-10-12,264,"{'RISK_OFF': 156, 'UNKNOWN': 105, 'TOP_DECAY': 3}",N/A,850551.SI(rank=131); 850112.SI(rank=152); 851027.SI(rank=264),YES,264
2016-10-13,264,"{'UNKNOWN': 162, 'RISK_OFF': 100, 'TOP_DECAY': 2}",N/A,851316.SI(rank=170); 850711.SI(rank=171),YES,264
2016-10-14,264,"{'UNKNOWN': 145, 'RISK_OFF': 119}",N/A,N/A,YES,264
2016-10-17,264,"{'RISK_OFF': 181, 'UNKNOWN': 82, 'TOP_DECAY': 1}",N/A,850831.SI(rank=231),YES,264
2016-10-18,264,"{'BOTTOM_REPAIR': 241, 'DIFFUSION': 23}",N/A,N/A,NO,264
2016-10-19,263,"{'RISK_OFF': 249, 'UNKNOWN': 14}",N/A,N/A,YES,263
2016-10-20,263,"{'UNKNOWN': 197, 'RISK_OFF': 64, 'TOP_DECAY': 2}",N/A,850544.SI(rank=202); 851425.SI(rank=204),YES,263
2016-10-21,263,"{'RISK_OFF': 174, 'UNKNOWN': 87, 'TOP_DECAY': 2}",N/A,851922.SI(rank=128); 859521.SI(rank=263),YES,263
2016-10-24,263,"{'BOTTOM_REPAIR': 247, 'DIFFUSION': 15, 'TREND_EXPANSION': 1}",850815.SI(rank=1),N/A,NO,263
2016-10-25,263,"{'BOTTOM_REPAIR': 254, 'DIFFUSION': 9}",N/A,N/A,NO,263
2016-10-26,263,"{'RISK_OFF': 173, 'UNKNOWN': 90}",N/A,N/A,YES,263
2016-10-27,263,"{'UNKNOWN': 188, 'RISK_OFF': 75}",N/A,N/A,YES,263
