trade_date,total_mainlines,state_counts,top_trend_expansion,top_top_decay,risk_off_flag,row_count_written
2012-04-23,232,"{'RISK_OFF': 199, 'UNKNOWN': 17, 'TOP_DECAY': 16}",N/A,851025.SI(rank=19); 851425.SI(rank=84); 850337.SI(rank=90); 850703.SI(rank=90); 859511.SI(rank=125),YES,232
2012-04-24,233,"{'UNKNOWN': 151, 'RISK_OFF': 75, 'TOP_DECAY': 7}",N/A,851922.SI(rank=152); 852021.SI(rank=154); 850823.SI(rank=166); 851521.SI(rank=169); 850616.SI(rank=175),YES,233
2012-04-25,233,"{'BOTTOM_REPAIR': 210, 'DIFFUSION': 22, 'TOP_DECAY': 1}",N/A,850325.SI(rank=233),NO,233
2012-04-26,232,"{'RISK_OFF': 167, 'UNKNOWN': 52, 'TOP_DECAY': 13}",N/A,850331.SI(rank=53); 850711.SI(rank=73); 850922.SI(rank=74); 851611.SI(rank=75); 851614.SI(rank=77),YES,232
2012-04-27,232,"{'UNKNOWN': 149, 'RISK_OFF': 65, 'TOP_DECAY': 18}",N/A,850151.SI(rank=152); 859712.SI(rank=155); 851316.SI(rank=157); 857371.SI(rank=160); 850771.SI(rank=161),YES,232
2012-05-02,232,"{'BOTTOM_REPAIR': 207, 'DIFFUSION': 25}",N/A,N/A,NO,232
2012-05-03,232,"{'BOTTOM_REPAIR': 205, 'DIFFUSION': 18, 'TOP_DECAY': 9}",N/A,850323.SI(rank=224); 850926.SI(rank=225); 850331.SI(rank=226); 850333.SI(rank=227); 850832.SI(rank=228),NO,232
2012-05-04,232,"{'BOTTOM_REPAIR': 205, 'DIFFUSION': 20, 'TOP_DECAY': 7}",N/A,850814.SI(rank=226); 859951.SI(rank=227); 850381.SI(rank=228); 850355.SI(rank=229); 850923.SI(rank=230),NO,232
2012-05-07,232,"{'BOTTOM_REPAIR': 208, 'DIFFUSION': 18, 'TOP_DECAY': 6}",N/A,850841.SI(rank=227); 850372.SI(rank=228); 850711.SI(rank=229); 850952.SI(rank=230); 850822.SI(rank=231),NO,232
2012-05-08,232,"{'RISK_OFF': 119, 'UNKNOWN': 94, 'TOP_DECAY': 19}",N/A,851326.SI(rank=95); 851242.SI(rank=96); 851611.SI(rank=97); 850823.SI(rank=98); 850751.SI(rank=99),YES,232
2012-05-09,232,"{'RISK_OFF': 189, 'UNKNOWN': 34, 'TOP_DECAY': 9}",N/A,850181.SI(rank=70); 857651.SI(rank=128); 851813.SI(rank=132); 850751.SI(rank=179); 850372.SI(rank=203),YES,232
2012-05-10,231,"{'BOTTOM_REPAIR': 212, 'DIFFUSION': 19}",N/A,N/A,NO,231
2012-05-11,231,"{'RISK_OFF': 154, 'UNKNOWN': 62, 'TOP_DECAY': 15}",N/A,850615.SI(rank=63); 850853.SI(rank=65); 850355.SI(rank=73); 859511.SI(rank=74); 859521.SI(rank=77),YES,231
2012-05-14,232,"{'UNKNOWN': 132, 'RISK_OFF': 95, 'TOP_DECAY': 5}",N/A,851512.SI(rank=133); 851314.SI(rank=134); 850925.SI(rank=140); 850727.SI(rank=168); 851422.SI(rank=232),YES,232
2012-05-15,232,"{'UNKNOWN': 147, 'RISK_OFF': 77, 'TOP_DECAY': 8}",N/A,851491.SI(rank=148); 851315.SI(rank=151); 851721.SI(rank=155); 851542.SI(rank=161); 859633.SI(rank=178),YES,232
2012-05-16,231,"{'RISK_OFF': 155, 'UNKNOWN': 60, 'TOP_DECAY': 16}",N/A,850181.SI(rank=70); 850814.SI(rank=92); 851329.SI(rank=97); 850727.SI(rank=107); 851616.SI(rank=116),YES,231
2012-05-17,232,"{'BOTTOM_REPAIR': 207, 'DIFFUSION': 25}",N/A,N/A,NO,232
2012-05-18,231,"{'RISK_OFF': 195, 'UNKNOWN': 19, 'TOP_DECAY': 17}",N/A,852121.SI(rank=20); 859511.SI(rank=204); 850331.SI(rank=206); 850135.SI(rank=214); 850521.SI(rank=216),YES,231
2012-05-21,232,"{'UNKNOWN': 173, 'RISK_OFF': 58, 'TOP_DECAY': 1}",N/A,851731.SI(rank=195),YES,232
2012-05-22,231,"{'BOTTOM_REPAIR': 199, 'DIFFUSION': 31, 'TOP_DECAY': 1}",N/A,850381.SI(rank=231),NO,231
2012-05-23,232,"{'RISK_OFF': 199, 'UNKNOWN': 22, 'TOP_DECAY': 11}",N/A,850823.SI(rank=63); 850841.SI(rank=78); 850703.SI(rank=126); 850325.SI(rank=132); 859633.SI(rank=134),YES,232
2012-05-24,232,"{'UNKNOWN': 119, 'RISK_OFF': 111, 'TOP_DECAY': 2}",N/A,857111.SI(rank=125); 850952.SI(rank=232),YES,232
2012-05-25,232,"{'RISK_OFF': 128, 'UNKNOWN': 92, 'TOP_DECAY': 12}",N/A,851316.SI(rank=98); 850154.SI(rank=120); 850322.SI(rank=121); 850725.SI(rank=170); 851024.SI(rank=194),YES,232
2012-05-28,232,"{'BOTTOM_REPAIR': 208, 'DIFFUSION': 23, 'TOP_DECAY': 1}",N/A,850355.SI(rank=232),NO,232
2012-05-29,231,"{'BOTTOM_REPAIR': 200, 'DIFFUSION': 27, 'TOP_DECAY': 4}",N/A,852021.SI(rank=228); 851251.SI(rank=229); 850442.SI(rank=230); 850936.SI(rank=231),NO,231
2012-05-30,232,"{'RISK_OFF': 186, 'UNKNOWN': 40, 'TOP_DECAY': 6}",N/A,851121.SI(rank=55); 850713.SI(rank=57); 852131.SI(rank=181); 857236.SI(rank=190); 857821.SI(rank=229),YES,232
2012-05-31,232,"{'BOTTOM_REPAIR': 216, 'DIFFUSION': 13, 'TOP_DECAY': 3}",N/A,851026.SI(rank=230); 851811.SI(rank=231); 857111.SI(rank=232),NO,232
2012-06-01,232,"{'RISK_OFF': 123, 'UNKNOWN': 102, 'TOP_DECAY': 7}",N/A,850331.SI(rank=103); 850831.SI(rank=112); 850814.SI(rank=113); 850339.SI(rank=125); 857381.SI(rank=140),YES,232
2012-06-04,232,"{'RISK_OFF': 202, 'UNKNOWN': 26, 'TOP_DECAY': 4}",N/A,851922.SI(rank=157); 851425.SI(rank=230); 852034.SI(rank=231); 859622.SI(rank=232),YES,232
2012-06-05,232,"{'UNKNOWN': 211, 'RISK_OFF': 20, 'TOP_DECAY': 1}",N/A,850814.SI(rank=216),YES,232
2012-06-06,232,"{'UNKNOWN': 116, 'RISK_OFF': 106, 'TOP_DECAY': 10}",N/A,859951.SI(rank=117); 857354.SI(rank=122); 850703.SI(rank=124); 850751.SI(rank=132); 851761.SI(rank=133),YES,232
2012-06-07,230,"{'RISK_OFF': 126, 'UNKNOWN': 103, 'TOP_DECAY': 1}",N/A,857821.SI(rank=229),YES,230
2012-06-08,231,"{'UNKNOWN': 165, 'RISK_OFF': 63, 'TOP_DECAY': 3}",N/A,850322.SI(rank=168); 850331.SI(rank=185); 857121.SI(rank=229),YES,231
2012-06-11,231,"{'BOTTOM_REPAIR': 211, 'DIFFUSION': 20}",N/A,N/A,NO,231
2012-06-12,231,"{'RISK_OFF': 211, 'UNKNOWN': 15, 'TOP_DECAY': 5}",N/A,850381.SI(rank=112); 857382.SI(rank=172); 850523.SI(rank=224); 859712.SI(rank=230); 850913.SI(rank=231),YES,231
2012-06-13,231,"{'BOTTOM_REPAIR': 208, 'DIFFUSION': 23}",N/A,N/A,NO,231
2012-06-14,231,"{'RISK_OFF': 213, 'UNKNOWN': 17, 'TOP_DECAY': 1}",N/A,850381.SI(rank=116),YES,231
2012-06-15,231,"{'UNKNOWN': 176, 'RISK_OFF': 52, 'TOP_DECAY': 3}",N/A,851242.SI(rank=177); 851813.SI(rank=193); 850344.SI(rank=231),YES,231
2012-06-18,232,"{'BOTTOM_REPAIR': 205, 'DIFFUSION': 25, 'TOP_DECAY': 2}",N/A,851511.SI(rank=231); 850913.SI(rank=232),NO,232
2012-06-19,233,"{'RISK_OFF': 202, 'UNKNOWN': 24, 'TOP_DECAY': 7}",N/A,851534.SI(rank=34); 850727.SI(rank=43); 851811.SI(rank=101); 850343.SI(rank=114); 851731.SI(rank=191),YES,233
2012-06-20,232,"{'UNKNOWN': 172, 'RISK_OFF': 57, 'TOP_DECAY': 3}",N/A,851314.SI(rank=191); 850232.SI(rank=206); 851614.SI(rank=228),YES,232
2012-06-21,233,"{'RISK_OFF': 163, 'UNKNOWN': 64, 'TOP_DECAY': 6}",N/A,857375.SI(rank=66); 859712.SI(rank=154); 851312.SI(rank=162); 850922.SI(rank=207); 851161.SI(rank=230),YES,233
2012-06-25,233,"{'RISK_OFF': 139, 'UNKNOWN': 83, 'TOP_DECAY': 11}",N/A,850814.SI(rank=103); 859633.SI(rank=106); 857121.SI(rank=113); 850382.SI(rank=219); 850355.SI(rank=222),YES,233
2012-06-26,232,"{'BOTTOM_REPAIR': 214, 'DIFFUSION': 18}",N/A,N/A,NO,232
2012-06-27,233,"{'RISK_OFF': 133, 'UNKNOWN': 90, 'TOP_DECAY': 10}",N/A,859512.SI(rank=117); 850614.SI(rank=123); 851711.SI(rank=123); 850913.SI(rank=133); 857692.SI(rank=166),YES,233
2012-06-28,232,"{'RISK_OFF': 134, 'UNKNOWN': 87, 'TOP_DECAY': 11}",N/A,852131.SI(rank=118); 850923.SI(rank=172); 850822.SI(rank=185); 851316.SI(rank=224); 850325.SI(rank=225),YES,232
2012-06-29,231,"{'BOTTOM_REPAIR': 211, 'DIFFUSION': 18, 'TOP_DECAY': 2}",N/A,851534.SI(rank=230); 851611.SI(rank=231),NO,231
2012-07-02,233,"{'BOTTOM_REPAIR': 203, 'DIFFUSION': 23, 'TOP_DECAY': 7}",N/A,850715.SI(rank=227); 850711.SI(rank=228); 857651.SI(rank=229); 851316.SI(rank=230); 850341.SI(rank=231),NO,233
2012-07-03,234,"{'BOTTOM_REPAIR': 216, 'DIFFUSION': 15, 'TOP_DECAY': 3}",N/A,850154.SI(rank=232); 850731.SI(rank=233); 851611.SI(rank=234),NO,234
2012-07-04,233,"{'RISK_OFF': 153, 'UNKNOWN': 76, 'TOP_DECAY': 4}",N/A,859521.SI(rank=77); 852034.SI(rank=87); 859712.SI(rank=100); 851141.SI(rank=231),YES,233
2012-07-05,233,"{'RISK_OFF': 168, 'UNKNOWN': 61, 'TOP_DECAY': 4}",N/A,850173.SI(rank=68); 859632.SI(rank=231); 851436.SI(rank=232); 851314.SI(rank=233),YES,233
2012-07-06,233,"{'BOTTOM_REPAIR': 211, 'DIFFUSION': 21, 'TOP_DECAY': 1}",N/A,859712.SI(rank=233),NO,233
2012-07-09,234,"{'RISK_OFF': 227, 'UNKNOWN': 6, 'TOP_DECAY': 1}",N/A,851314.SI(rank=232),YES,234
2012-07-10,234,"{'UNKNOWN': 180, 'RISK_OFF': 53, 'TOP_DECAY': 1}",N/A,851532.SI(rank=228),YES,234
2012-07-11,234,"{'BOTTOM_REPAIR': 214, 'DIFFUSION': 19, 'TOP_DECAY': 1}",N/A,857352.SI(rank=234),NO,234
2012-07-12,234,"{'BOTTOM_REPAIR': 210, 'DIFFUSION': 23, 'TOP_DECAY': 1}",N/A,852131.SI(rank=234),NO,234
2012-07-13,234,"{'RISK_OFF': 208, 'UNKNOWN': 25, 'TOP_DECAY': 1}",N/A,850854.SI(rank=77),YES,234
2012-07-16,234,"{'RISK_OFF': 211, 'UNKNOWN': 19, 'TOP_DECAY': 4}",N/A,850854.SI(rank=228); 851161.SI(rank=231); 850751.SI(rank=233); 850372.SI(rank=234),YES,234
2012-07-17,234,"{'BOTTOM_REPAIR': 218, 'DIFFUSION': 16}",N/A,N/A,NO,234
2012-07-18,234,"{'BOTTOM_REPAIR': 216, 'DIFFUSION': 17, 'TOP_DECAY': 1}",N/A,859511.SI(rank=234),NO,234
2012-07-19,234,"{'BOTTOM_REPAIR': 214, 'DIFFUSION': 20}",N/A,N/A,NO,234
2012-07-20,234,"{'RISK_OFF': 215, 'UNKNOWN': 18, 'TOP_DECAY': 1}",N/A,850131.SI(rank=36),YES,234
2012-07-23,234,"{'RISK_OFF': 117, 'UNKNOWN': 115, 'TOP_DECAY': 2}",N/A,850727.SI(rank=170); 851761.SI(rank=217),YES,234
2012-07-24,234,"{'BOTTOM_REPAIR': 216, 'DIFFUSION': 18}",N/A,N/A,NO,234
2012-07-25,234,"{'RISK_OFF': 196, 'UNKNOWN': 36, 'TOP_DECAY': 2}",N/A,851316.SI(rank=125); 851931.SI(rank=234),YES,234
2012-07-26,234,"{'RISK_OFF': 134, 'UNKNOWN': 100}",N/A,N/A,YES,234
2012-07-27,233,"{'UNKNOWN': 180, 'RISK_OFF': 53}",N/A,N/A,YES,233
2012-07-30,233,"{'RISK_OFF': 178, 'UNKNOWN': 53, 'TOP_DECAY': 2}",N/A,857641.SI(rank=156); 850154.SI(rank=215),YES,233
2012-07-31,233,"{'UNKNOWN': 123, 'RISK_OFF': 110}",N/A,N/A,YES,233
2012-08-01,233,"{'BOTTOM_REPAIR': 210, 'DIFFUSION': 23}",N/A,N/A,NO,233
2012-08-02,233,"{'RISK_OFF': 216, 'UNKNOWN': 15, 'TOP_DECAY': 2}",N/A,851312.SI(rank=174); 850913.SI(rank=233),YES,233
2012-08-03,234,"{'BOTTOM_REPAIR': 208, 'DIFFUSION': 26}",N/A,N/A,NO,234
2012-08-06,234,"{'BOTTOM_REPAIR': 207, 'DIFFUSION': 27}",N/A,N/A,NO,234
2012-08-07,234,"{'BOTTOM_REPAIR': 216, 'DIFFUSION': 17, 'TOP_DECAY': 1}",N/A,850813.SI(rank=234),NO,234
2012-08-08,234,"{'RISK_OFF': 193, 'UNKNOWN': 38, 'TOP_DECAY': 3}",N/A,851425.SI(rank=122); 851610.SI(rank=129); 851761.SI(rank=224),YES,234
2012-08-09,234,"{'BOTTOM_REPAIR': 212, 'DIFFUSION': 22}",N/A,N/A,NO,234
2012-08-10,234,"{'RISK_OFF': 200, 'UNKNOWN': 34}",N/A,N/A,YES,234
2012-08-13,234,"{'RISK_OFF': 179, 'UNKNOWN': 51, 'TOP_DECAY': 4}",N/A,850154.SI(rank=78); 850854.SI(rank=229); 851611.SI(rank=232); 850721.SI(rank=233),YES,234
2012-08-14,234,"{'BOTTOM_REPAIR': 214, 'DIFFUSION': 20}",N/A,N/A,NO,234
2012-08-15,234,"{'RISK_OFF': 218, 'UNKNOWN': 16}",N/A,N/A,YES,234
2012-08-16,234,"{'UNKNOWN': 149, 'RISK_OFF': 85}",N/A,N/A,YES,234
2012-08-17,234,"{'BOTTOM_REPAIR': 228, 'DIFFUSION': 6}",N/A,N/A,NO,234
2012-08-20,234,"{'BOTTOM_REPAIR': 219, 'DIFFUSION': 15}",N/A,N/A,NO,234
2012-08-21,234,"{'BOTTOM_REPAIR': 207, 'DIFFUSION': 25, 'TOP_DECAY': 2}",N/A,850726.SI(rank=233); 850172.SI(rank=234),NO,234
2012-08-22,234,"{'RISK_OFF': 209, 'UNKNOWN': 20, 'TOP_DECAY': 5}",N/A,850154.SI(rank=39); 857451.SI(rank=57); 857352.SI(rank=109); 850333.SI(rank=171); 859713.SI(rank=234),YES,234
2012-08-23,233,"{'BOTTOM_REPAIR': 217, 'DIFFUSION': 16}",N/A,N/A,NO,233
2012-08-24,233,"{'RISK_OFF': 214, 'UNKNOWN': 19}",N/A,N/A,YES,233
2012-08-27,234,"{'UNKNOWN': 129, 'RISK_OFF': 105}",N/A,N/A,YES,234
2012-08-28,234,"{'BOTTOM_REPAIR': 211, 'DIFFUSION': 23}",N/A,N/A,NO,234
2012-08-29,234,"{'RISK_OFF': 193, 'UNKNOWN': 40, 'TOP_DECAY': 1}",N/A,851329.SI(rank=133),YES,234
2012-08-30,234,"{'RISK_OFF': 136, 'UNKNOWN': 96, 'TOP_DECAY': 2}",N/A,852213.SI(rank=114); 859712.SI(rank=234),YES,234
2012-08-31,233,"{'BOTTOM_REPAIR': 219, 'DIFFUSION': 14}",N/A,N/A,NO,233
2012-09-03,233,"{'BOTTOM_REPAIR': 205, 'DIFFUSION': 28}",N/A,N/A,NO,233
2012-09-04,234,"{'RISK_OFF': 224, 'UNKNOWN': 10}",N/A,N/A,YES,234
2012-09-05,234,"{'BOTTOM_REPAIR': 218, 'DIFFUSION': 16}",N/A,N/A,NO,234
2012-09-06,234,"{'BOTTOM_REPAIR': 211, 'DIFFUSION': 23}",N/A,N/A,NO,234
2012-09-07,234,"{'BOTTOM_REPAIR': 203, 'DIFFUSION': 31}",N/A,N/A,NO,234
2012-09-10,233,"{'BOTTOM_REPAIR': 209, 'DIFFUSION': 23, 'TOP_DECAY': 1}",N/A,851761.SI(rank=233),NO,233
2012-09-11,234,"{'RISK_OFF': 180, 'UNKNOWN': 51, 'TOP_DECAY': 3}",N/A,850854.SI(rank=183); 850522.SI(rank=219); 851116.SI(rank=234),YES,234
2012-09-12,234,"{'BOTTOM_REPAIR': 220, 'DIFFUSION': 14}",N/A,N/A,NO,234
2012-09-13,234,"{'RISK_OFF': 215, 'UNKNOWN': 19}",N/A,N/A,YES,234
2012-09-14,234,"{'BOTTOM_REPAIR': 223, 'DIFFUSION': 11}",N/A,N/A,NO,234
2012-09-17,234,"{'RISK_OFF': 216, 'UNKNOWN': 18}",N/A,N/A,YES,234
2012-09-18,234,"{'UNKNOWN': 205, 'RISK_OFF': 29}",N/A,N/A,YES,234
2012-09-19,234,"{'BOTTOM_REPAIR': 212, 'DIFFUSION': 21, 'TOP_DECAY': 1}",N/A,851316.SI(rank=234),NO,234
2012-09-20,234,"{'RISK_OFF': 227, 'UNKNOWN': 5, 'TOP_DECAY': 2}",N/A,850341.SI(rank=230); 850351.SI(rank=234),YES,234
2012-09-21,234,"{'UNKNOWN': 189, 'RISK_OFF': 45}",N/A,N/A,YES,234
2012-09-24,234,"{'BOTTOM_REPAIR': 223, 'DIFFUSION': 11}",N/A,N/A,NO,234
2012-09-25,234,"{'RISK_OFF': 190, 'UNKNOWN': 44}",N/A,N/A,YES,234
2012-09-26,234,"{'RISK_OFF': 164, 'UNKNOWN': 67, 'TOP_DECAY': 3}",N/A,851523.SI(rank=94); 850832.SI(rank=233); 850343.SI(rank=234),YES,234
2012-09-27,234,"{'BOTTOM_REPAIR': 208, 'DIFFUSION': 26}",N/A,N/A,NO,234
2012-09-28,234,"{'BOTTOM_REPAIR': 208, 'DIFFUSION': 26}",N/A,N/A,NO,234
2012-10-08,235,"{'RISK_OFF': 206, 'UNKNOWN': 22, 'TOP_DECAY': 7}",N/A,850341.SI(rank=23); 850322.SI(rank=31); 852131.SI(rank=38); 851731.SI(rank=100); 851412.SI(rank=111),YES,235
2012-10-09,235,"{'BOTTOM_REPAIR': 205, 'DIFFUSION': 30}",N/A,N/A,NO,235
2012-10-10,235,"{'BOTTOM_REPAIR': 215, 'DIFFUSION': 20}",N/A,N/A,NO,235
2012-10-11,234,"{'RISK_OFF': 217, 'UNKNOWN': 16, 'TOP_DECAY': 1}",N/A,850841.SI(rank=234),YES,234
2012-10-12,235,"{'UNKNOWN': 197, 'RISK_OFF': 38}",N/A,N/A,YES,235
2012-10-15,235,"{'RISK_OFF': 142, 'UNKNOWN': 86, 'TOP_DECAY': 7}",N/A,852021.SI(rank=95); 857382.SI(rank=103); 851329.SI(rank=115); 859511.SI(rank=181); 850771.SI(rank=213),YES,235
2012-10-16,235,"{'BOTTOM_REPAIR': 221, 'DIFFUSION': 14}",N/A,N/A,NO,235
2012-10-17,235,"{'BOTTOM_REPAIR': 218, 'DIFFUSION': 16, 'TOP_DECAY': 1}",N/A,850154.SI(rank=235),NO,235
2012-10-18,235,"{'BOTTOM_REPAIR': 211, 'DIFFUSION': 24}",N/A,N/A,NO,235
2012-10-19,235,"{'RISK_OFF': 212, 'UNKNOWN': 23}",N/A,N/A,YES,235
2012-10-22,235,"{'BOTTOM_REPAIR': 221, 'DIFFUSION': 14}",N/A,N/A,NO,235
2012-10-23,235,"{'RISK_OFF': 196, 'UNKNOWN': 37, 'TOP_DECAY': 2}",N/A,850751.SI(rank=155); 859622.SI(rank=235),YES,235
2012-10-24,235,"{'UNKNOWN': 188, 'RISK_OFF': 46, 'TOP_DECAY': 1}",N/A,850913.SI(rank=190),YES,235
2012-10-25,235,"{'RISK_OFF': 143, 'UNKNOWN': 90, 'TOP_DECAY': 2}",N/A,850926.SI(rank=127); 850322.SI(rank=144),YES,235
2012-10-26,235,"{'RISK_OFF': 158, 'UNKNOWN': 77}",N/A,N/A,YES,235
2012-10-29,235,"{'UNKNOWN': 191, 'RISK_OFF': 44}",N/A,N/A,YES,235
2012-10-30,235,"{'BOTTOM_REPAIR': 220, 'DIFFUSION': 15}",N/A,N/A,NO,235
2012-10-31,235,"{'BOTTOM_REPAIR': 223, 'DIFFUSION': 10, 'TOP_DECAY': 2}",N/A,850136.SI(rank=234); 851312.SI(rank=235),NO,235
2012-11-01,235,"{'BOTTOM_REPAIR': 206, 'DIFFUSION': 29}",N/A,N/A,NO,235
2012-11-02,235,"{'BOTTOM_REPAIR': 220, 'DIFFUSION': 14, 'TOP_DECAY': 1}",N/A,850142.SI(rank=235),NO,235
2012-11-05,235,"{'RISK_OFF': 151, 'UNKNOWN': 78, 'TOP_DECAY': 6}",N/A,859621.SI(rank=90); 850926.SI(rank=91); 857236.SI(rank=107); 850333.SI(rank=109); 851312.SI(rank=136),YES,235
2012-11-06,235,"{'RISK_OFF': 133, 'UNKNOWN': 100, 'TOP_DECAY': 2}",N/A,850782.SI(rank=104); 850771.SI(rank=235),YES,235
2012-11-07,235,"{'UNKNOWN': 178, 'RISK_OFF': 55, 'TOP_DECAY': 2}",N/A,850831.SI(rank=180); 852131.SI(rank=186),YES,235
2012-11-08,235,"{'RISK_OFF': 213, 'UNKNOWN': 22}",N/A,N/A,YES,235
2012-11-09,235,"{'UNKNOWN': 206, 'RISK_OFF': 29}",N/A,N/A,YES,235
2012-11-12,235,"{'BOTTOM_REPAIR': 217, 'DIFFUSION': 18}",N/A,N/A,NO,235
2012-11-13,235,"{'RISK_OFF': 223, 'UNKNOWN': 12}",N/A,N/A,YES,235
2012-11-14,235,"{'BOTTOM_REPAIR': 219, 'DIFFUSION': 16}",N/A,N/A,NO,235
2012-11-15,235,"{'RISK_OFF': 213, 'UNKNOWN': 22}",N/A,N/A,YES,235
2012-11-16,235,"{'UNKNOWN': 186, 'RISK_OFF': 49}",N/A,N/A,YES,235
2012-11-19,235,"{'BOTTOM_REPAIR': 217, 'DIFFUSION': 17, 'TOP_DECAY': 1}",N/A,851251.SI(rank=235),NO,235
2012-11-20,235,"{'RISK_OFF': 179, 'UNKNOWN': 53, 'TOP_DECAY': 3}",N/A,850741.SI(rank=61); 851312.SI(rank=224); 850151.SI(rank=235),YES,235
2012-11-21,235,"{'BOTTOM_REPAIR': 212, 'DIFFUSION': 23}",N/A,N/A,NO,235
2012-11-22,235,"{'RISK_OFF': 216, 'UNKNOWN': 19}",N/A,N/A,YES,235
2012-11-23,235,"{'BOTTOM_REPAIR': 220, 'DIFFUSION': 15}",N/A,N/A,NO,235
2012-11-26,235,"{'RISK_OFF': 203, 'UNKNOWN': 31, 'TOP_DECAY': 1}",N/A,851027.SI(rank=57),YES,235
2012-11-27,235,"{'RISK_OFF': 203, 'UNKNOWN': 29, 'TOP_DECAY': 3}",N/A,852021.SI(rank=88); 850715.SI(rank=231); 857111.SI(rank=235),YES,235
2012-11-28,235,"{'UNKNOWN': 123, 'RISK_OFF': 112}",N/A,N/A,YES,235
2012-11-29,235,"{'UNKNOWN': 134, 'RISK_OFF': 101}",N/A,N/A,YES,235
2012-11-30,235,"{'BOTTOM_REPAIR': 215, 'DIFFUSION': 20}",N/A,N/A,NO,235
2012-12-03,235,"{'RISK_OFF': 228, 'UNKNOWN': 4, 'TOP_DECAY': 3}",N/A,850614.SI(rank=118); 850751.SI(rank=217); 850333.SI(rank=227),YES,235
2012-12-04,235,"{'BOTTOM_REPAIR': 216, 'DIFFUSION': 19}",N/A,N/A,NO,235
2012-12-05,235,"{'BOTTOM_REPAIR': 205, 'DIFFUSION': 29, 'TOP_DECAY': 1}",N/A,850355.SI(rank=235),NO,235
2012-12-06,235,"{'RISK_OFF': 227, 'UNKNOWN': 7, 'TOP_DECAY': 1}",N/A,852121.SI(rank=133),YES,235
2012-12-07,235,"{'BOTTOM_REPAIR': 206, 'DIFFUSION': 29}",N/A,N/A,NO,235
2012-12-10,235,"{'BOTTOM_REPAIR': 203, 'DIFFUSION': 30, 'TOP_DECAY': 2}",N/A,851312.SI(rank=234); 857641.SI(rank=235),NO,235
2012-12-11,235,"{'RISK_OFF': 228, 'UNKNOWN': 7}",N/A,N/A,YES,235
2012-12-12,235,"{'UNKNOWN': 180, 'RISK_OFF': 55}",N/A,N/A,YES,235
2012-12-13,235,"{'RISK_OFF': 176, 'UNKNOWN': 59}",N/A,N/A,YES,235
2012-12-14,235,"{'BOTTOM_REPAIR': 205, 'DIFFUSION': 30}",N/A,N/A,NO,235
2012-12-17,235,"{'BOTTOM_REPAIR': 213, 'DIFFUSION': 21, 'TOP_DECAY': 1}",N/A,850771.SI(rank=235),NO,235
2012-12-18,235,"{'RISK_OFF': 179, 'UNKNOWN': 53, 'TOP_DECAY': 3}",N/A,859521.SI(rank=85); 850442.SI(rank=95); 850726.SI(rank=235),YES,235
2012-12-19,235,"{'BOTTOM_REPAIR': 220, 'DIFFUSION': 15}",N/A,N/A,NO,235
2012-12-20,235,"{'BOTTOM_REPAIR': 221, 'DIFFUSION': 14}",N/A,N/A,NO,235
2012-12-21,235,"{'UNKNOWN': 129, 'RISK_OFF': 102, 'TOP_DECAY': 4}",N/A,859714.SI(rank=130); 851612.SI(rank=176); 850771.SI(rank=221); 850152.SI(rank=233),YES,235
2012-12-24,235,"{'BOTTOM_REPAIR': 219, 'DIFFUSION': 15, 'TOP_DECAY': 1}",N/A,851761.SI(rank=235),NO,235
2012-12-25,234,"{'BOTTOM_REPAIR': 207, 'DIFFUSION': 27}",N/A,N/A,NO,234
2012-12-26,234,"{'BOTTOM_REPAIR': 211, 'DIFFUSION': 22, 'TOP_DECAY': 1}",N/A,850372.SI(rank=234),NO,234
2012-12-27,234,"{'RISK_OFF': 216, 'UNKNOWN': 17, 'TOP_DECAY': 1}",N/A,850703.SI(rank=230),YES,234
2012-12-28,234,"{'BOTTOM_REPAIR': 216, 'DIFFUSION': 17, 'TOP_DECAY': 1}",N/A,851242.SI(rank=234),NO,234
2012-12-31,235,"{'BOTTOM_REPAIR': 222, 'DIFFUSION': 12, 'TOP_DECAY': 1}",N/A,852121.SI(rank=235),NO,235
2013-01-04,235,"{'RISK_OFF': 174, 'UNKNOWN': 60, 'TOP_DECAY': 1}",N/A,851412.SI(rank=235),YES,235
2013-01-07,234,"{'BOTTOM_REPAIR': 214, 'DIFFUSION': 20}",N/A,N/A,NO,234
2013-01-08,234,"{'BOTTOM_REPAIR': 214, 'DIFFUSION': 17, 'TOP_DECAY': 3}",N/A,859951.SI(rank=232); 850372.SI(rank=233); 851931.SI(rank=234),NO,234
2013-01-09,234,"{'RISK_OFF': 159, 'UNKNOWN': 75}",N/A,N/A,YES,234
2013-01-10,234,"{'BOTTOM_REPAIR': 220, 'DIFFUSION': 12, 'TOP_DECAY': 2}",N/A,850715.SI(rank=233); 859512.SI(rank=234),NO,234
2013-01-11,234,"{'RISK_OFF': 197, 'UNKNOWN': 34, 'TOP_DECAY': 3}",N/A,850832.SI(rank=66); 857381.SI(rank=231); 850913.SI(rank=234),YES,234
2013-01-14,235,"{'BOTTOM_REPAIR': 206, 'DIFFUSION': 29}",N/A,N/A,NO,235
2013-01-15,235,"{'BOTTOM_REPAIR': 204, 'DIFFUSION': 29, 'TOP_DECAY': 2}",N/A,850726.SI(rank=234); 850614.SI(rank=235),NO,235
2013-01-16,235,"{'RISK_OFF': 213, 'UNKNOWN': 21, 'TOP_DECAY': 1}",N/A,850727.SI(rank=62),YES,235
